node_id,values,exprs,parent_values,parent_exprs,parent_id,depth
3619,"(4.0,)","('(1/(6/(6*4)))',)","(1, 0.25)","('1', '(6/(6*4))')",455.0,3
3620,"(0.25,)","('((6/(6*4))/1)',)","(1, 0.25)","('1', '(6/(6*4))')",455.0,3
3621,"(1.25,)","('((6/(6*4))+1)',)","(1, 0.25)","('1', '(6/(6*4))')",455.0,3
3622,"(0.25,)","('((6/(6*4))*1)',)","(1, 0.25)","('1', '(6/(6*4))')",455.0,3
3623,"(5.0,)","('(1+((6*4)/6))',)","(1, 4.0)","('1', '((6*4)/6)')",456.0,3
3624,"(-3.0,)","('(1-((6*4)/6))',)","(1, 4.0)","('1', '((6*4)/6)')",456.0,3
3625,"(3.0,)","('(((6*4)/6)-1)',)","(1, 4.0)","('1', '((6*4)/6)')",456.0,3
3626,"(4.0,)","('(1*((6*4)/6))',)","(1, 4.0)","('1', '((6*4)/6)')",456.0,3
3627,"(0.25,)","('(1/((6*4)/6))',)","(1, 4.0)","('1', '((6*4)/6)')",456.0,3
3628,"(4.0,)","('(((6*4)/6)/1)',)","(1, 4.0)","('1', '((6*4)/6)')",456.0,3
3629,"(5.0,)","('(((6*4)/6)+1)',)","(1, 4.0)","('1', '((6*4)/6)')",456.0,3
3630,"(4.0,)","('(((6*4)/6)*1)',)","(1, 4.0)","('1', '((6*4)/6)')",456.0,3
3631,"(31,)","('(6+((6*4)+1))',)","(6, 25)","('6', '((6*4)+1)')",457.0,3
3632,"(-19,)","('(6-((6*4)+1))',)","(6, 25)","('6', '((6*4)+1)')",457.0,3
3633,"(19,)","('(((6*4)+1)-6)',)","(6, 25)","('6', '((6*4)+1)')",457.0,3
3634,"(150,)","('(6*((6*4)+1))',)","(6, 25)","('6', '((6*4)+1)')",457.0,3
3635,"(0.24,)","('(6/((6*4)+1))',)","(6, 25)","('6', '((6*4)+1)')",457.0,3
3636,"(4.166666666666667,)","('(((6*4)+1)/6)',)","(6, 25)","('6', '((6*4)+1)')",457.0,3
3637,"(31,)","('(((6*4)+1)+6)',)","(6, 25)","('6', '((6*4)+1)')",457.0,3
3638,"(150,)","('(((6*4)+1)*6)',)","(6, 25)","('6', '((6*4)+1)')",457.0,3
3639,"(30,)","('(6+((6*4)*1))',)","(6, 24)","('6', '((6*4)*1)')",458.0,3
3640,"(-18,)","('(6-((6*4)*1))',)","(6, 24)","('6', '((6*4)*1)')",458.0,3
3641,"(18,)","('(((6*4)*1)-6)',)","(6, 24)","('6', '((6*4)*1)')",458.0,3
3642,"(144,)","('(6*((6*4)*1))',)","(6, 24)","('6', '((6*4)*1)')",458.0,3
3643,"(0.25,)","('(6/((6*4)*1))',)","(6, 24)","('6', '((6*4)*1)')",458.0,3
3644,"(4.0,)","('(((6*4)*1)/6)',)","(6, 24)","('6', '((6*4)*1)')",458.0,3
3645,"(30,)","('(((6*4)*1)+6)',)","(6, 24)","('6', '((6*4)*1)')",458.0,3
3646,"(144,)","('(((6*4)*1)*6)',)","(6, 24)","('6', '((6*4)*1)')",458.0,3
3647,"(31,)","('(1+((6*4)+6))',)","(1, 30)","('1', '((6*4)+6)')",459.0,3
3648,"(-29,)","('(1-((6*4)+6))',)","(1, 30)","('1', '((6*4)+6)')",459.0,3
3649,"(29,)","('(((6*4)+6)-1)',)","(1, 30)","('1', '((6*4)+6)')",459.0,3
3650,"(30,)","('(1*((6*4)+6))',)","(1, 30)","('1', '((6*4)+6)')",459.0,3
3651,"(0.03333333333333333,)","('(1/((6*4)+6))',)","(1, 30)","('1', '((6*4)+6)')",459.0,3
3652,"(30.0,)","('(((6*4)+6)/1)',)","(1, 30)","('1', '((6*4)+6)')",459.0,3
3653,"(31,)","('(((6*4)+6)+1)',)","(1, 30)","('1', '((6*4)+6)')",459.0,3
3654,"(30,)","('(((6*4)+6)*1)',)","(1, 30)","('1', '((6*4)+6)')",459.0,3
3655,"(145,)","('(1+((6*4)*6))',)","(1, 144)","('1', '((6*4)*6)')",460.0,3
3656,"(-143,)","('(1-((6*4)*6))',)","(1, 144)","('1', '((6*4)*6)')",460.0,3
3657,"(143,)","('(((6*4)*6)-1)',)","(1, 144)","('1', '((6*4)*6)')",460.0,3
3658,"(144,)","('(1*((6*4)*6))',)","(1, 144)","('1', '((6*4)*6)')",460.0,3
3659,"(0.006944444444444444,)","('(1/((6*4)*6))',)","(1, 144)","('1', '((6*4)*6)')",460.0,3
3660,"(144.0,)","('(((6*4)*6)/1)',)","(1, 144)","('1', '((6*4)*6)')",460.0,3
3661,"(145,)","('(((6*4)*6)+1)',)","(1, 144)","('1', '((6*4)*6)')",460.0,3
3662,"(144,)","('(((6*4)*6)*1)',)","(1, 144)","('1', '((6*4)*6)')",460.0,3
3663,"(17,)","('(6+(4+(6+1)))',)","(6, 11)","('6', '(4+(6+1))')",467.0,3
3664,"(-5,)","('(6-(4+(6+1)))',)","(6, 11)","('6', '(4+(6+1))')",467.0,3
3665,"(5,)","('((4+(6+1))-6)',)","(6, 11)","('6', '(4+(6+1))')",467.0,3
3666,"(66,)","('(6*(4+(6+1)))',)","(6, 11)","('6', '(4+(6+1))')",467.0,3
3667,"(0.5454545454545454,)","('(6/(4+(6+1)))',)","(6, 11)","('6', '(4+(6+1))')",467.0,3
3668,"(1.8333333333333333,)","('((4+(6+1))/6)',)","(6, 11)","('6', '(4+(6+1))')",467.0,3
3669,"(17,)","('((4+(6+1))+6)',)","(6, 11)","('6', '(4+(6+1))')",467.0,3
3670,"(66,)","('((4+(6+1))*6)',)","(6, 11)","('6', '(4+(6+1))')",467.0,3
3671,"(3,)","('(6+(4-(6+1)))',)","(6, -3)","('6', '(4-(6+1))')",468.0,3
3672,"(9,)","('(6-(4-(6+1)))',)","(6, -3)","('6', '(4-(6+1))')",468.0,3
3673,"(-9,)","('((4-(6+1))-6)',)","(6, -3)","('6', '(4-(6+1))')",468.0,3
3674,"(-18,)","('(6*(4-(6+1)))',)","(6, -3)","('6', '(4-(6+1))')",468.0,3
3675,"(-2.0,)","('(6/(4-(6+1)))',)","(6, -3)","('6', '(4-(6+1))')",468.0,3
3676,"(-0.5,)","('((4-(6+1))/6)',)","(6, -3)","('6', '(4-(6+1))')",468.0,3
3677,"(3,)","('((4-(6+1))+6)',)","(6, -3)","('6', '(4-(6+1))')",468.0,3
3678,"(-18,)","('((4-(6+1))*6)',)","(6, -3)","('6', '(4-(6+1))')",468.0,3
3679,"(9,)","('(6+((6+1)-4))',)","(6, 3)","('6', '((6+1)-4)')",469.0,3
3680,"(3,)","('(6-((6+1)-4))',)","(6, 3)","('6', '((6+1)-4)')",469.0,3
3681,"(-3,)","('(((6+1)-4)-6)',)","(6, 3)","('6', '((6+1)-4)')",469.0,3
3682,"(18,)","('(6*((6+1)-4))',)","(6, 3)","('6', '((6+1)-4)')",469.0,3
3683,"(2.0,)","('(6/((6+1)-4))',)","(6, 3)","('6', '((6+1)-4)')",469.0,3
3684,"(0.5,)","('(((6+1)-4)/6)',)","(6, 3)","('6', '((6+1)-4)')",469.0,3
3685,"(9,)","('(((6+1)-4)+6)',)","(6, 3)","('6', '((6+1)-4)')",469.0,3
3686,"(18,)","('(((6+1)-4)*6)',)","(6, 3)","('6', '((6+1)-4)')",469.0,3
3687,"(34,)","('(6+(4*(6+1)))',)","(6, 28)","('6', '(4*(6+1))')",470.0,3
3688,"(-22,)","('(6-(4*(6+1)))',)","(6, 28)","('6', '(4*(6+1))')",470.0,3
3689,"(22,)","('((4*(6+1))-6)',)","(6, 28)","('6', '(4*(6+1))')",470.0,3
3690,"(168,)","('(6*(4*(6+1)))',)","(6, 28)","('6', '(4*(6+1))')",470.0,3
3691,"(0.21428571428571427,)","('(6/(4*(6+1)))',)","(6, 28)","('6', '(4*(6+1))')",470.0,3
3692,"(4.666666666666667,)","('((4*(6+1))/6)',)","(6, 28)","('6', '(4*(6+1))')",470.0,3
3693,"(34,)","('((4*(6+1))+6)',)","(6, 28)","('6', '(4*(6+1))')",470.0,3
3694,"(168,)","('((4*(6+1))*6)',)","(6, 28)","('6', '(4*(6+1))')",470.0,3
3695,"(6.571428571428571,)","('(6+(4/(6+1)))',)","(6, 0.5714285714285714)","('6', '(4/(6+1))')",471.0,3
3696,"(5.428571428571429,)","('(6-(4/(6+1)))',)","(6, 0.5714285714285714)","('6', '(4/(6+1))')",471.0,3
3697,"(-5.428571428571429,)","('((4/(6+1))-6)',)","(6, 0.5714285714285714)","('6', '(4/(6+1))')",471.0,3
3698,"(3.4285714285714284,)","('(6*(4/(6+1)))',)","(6, 0.5714285714285714)","('6', '(4/(6+1))')",471.0,3
3699,"(10.5,)","('(6/(4/(6+1)))',)","(6, 0.5714285714285714)","('6', '(4/(6+1))')",471.0,3
3700,"(0.09523809523809523,)","('((4/(6+1))/6)',)","(6, 0.5714285714285714)","('6', '(4/(6+1))')",471.0,3
3701,"(6.571428571428571,)","('((4/(6+1))+6)',)","(6, 0.5714285714285714)","('6', '(4/(6+1))')",471.0,3
3702,"(3.4285714285714284,)","('((4/(6+1))*6)',)","(6, 0.5714285714285714)","('6', '(4/(6+1))')",471.0,3
3703,"(7.75,)","('(6+((6+1)/4))',)","(6, 1.75)","('6', '((6+1)/4)')",472.0,3
3704,"(4.25,)","('(6-((6+1)/4))',)","(6, 1.75)","('6', '((6+1)/4)')",472.0,3
3705,"(-4.25,)","('(((6+1)/4)-6)',)","(6, 1.75)","('6', '((6+1)/4)')",472.0,3
3706,"(10.5,)","('(6*((6+1)/4))',)","(6, 1.75)","('6', '((6+1)/4)')",472.0,3
3707,"(3.4285714285714284,)","('(6/((6+1)/4))',)","(6, 1.75)","('6', '((6+1)/4)')",472.0,3
3708,"(0.2916666666666667,)","('(((6+1)/4)/6)',)","(6, 1.75)","('6', '((6+1)/4)')",472.0,3
3709,"(7.75,)","('(((6+1)/4)+6)',)","(6, 1.75)","('6', '((6+1)/4)')",472.0,3
3710,"(10.5,)","('(((6+1)/4)*6)',)","(6, 1.75)","('6', '((6+1)/4)')",472.0,3
3711,"(17,)","('(4+(6+(6+1)))',)","(4, 13)","('4', '(6+(6+1))')",475.0,3
3712,"(-9,)","('(4-(6+(6+1)))',)","(4, 13)","('4', '(6+(6+1))')",475.0,3
3713,"(9,)","('((6+(6+1))-4)',)","(4, 13)","('4', '(6+(6+1))')",475.0,3
3714,"(52,)","('(4*(6+(6+1)))',)","(4, 13)","('4', '(6+(6+1))')",475.0,3
3715,"(0.3076923076923077,)","('(4/(6+(6+1)))',)","(4, 13)","('4', '(6+(6+1))')",475.0,3
3716,"(3.25,)","('((6+(6+1))/4)',)","(4, 13)","('4', '(6+(6+1))')",475.0,3
3717,"(17,)","('((6+(6+1))+4)',)","(4, 13)","('4', '(6+(6+1))')",475.0,3
3718,"(52,)","('((6+(6+1))*4)',)","(4, 13)","('4', '(6+(6+1))')",475.0,3
3719,"(3,)","('(4+(6-(6+1)))',)","(4, -1)","('4', '(6-(6+1))')",476.0,3
3720,"(5,)","('(4-(6-(6+1)))',)","(4, -1)","('4', '(6-(6+1))')",476.0,3
3721,"(-5,)","('((6-(6+1))-4)',)","(4, -1)","('4', '(6-(6+1))')",476.0,3
3722,"(-4,)","('(4*(6-(6+1)))',)","(4, -1)","('4', '(6-(6+1))')",476.0,3
3723,"(-4.0,)","('(4/(6-(6+1)))',)","(4, -1)","('4', '(6-(6+1))')",476.0,3
3724,"(-0.25,)","('((6-(6+1))/4)',)","(4, -1)","('4', '(6-(6+1))')",476.0,3
3725,"(3,)","('((6-(6+1))+4)',)","(4, -1)","('4', '(6-(6+1))')",476.0,3
3726,"(-4,)","('((6-(6+1))*4)',)","(4, -1)","('4', '(6-(6+1))')",476.0,3
3727,"(5,)","('(4+((6+1)-6))',)","(4, 1)","('4', '((6+1)-6)')",477.0,3
3728,"(3,)","('(4-((6+1)-6))',)","(4, 1)","('4', '((6+1)-6)')",477.0,3
3729,"(-3,)","('(((6+1)-6)-4)',)","(4, 1)","('4', '((6+1)-6)')",477.0,3
3730,"(4,)","('(4*((6+1)-6))',)","(4, 1)","('4', '((6+1)-6)')",477.0,3
3731,"(4.0,)","('(4/((6+1)-6))',)","(4, 1)","('4', '((6+1)-6)')",477.0,3
3732,"(0.25,)","('(((6+1)-6)/4)',)","(4, 1)","('4', '((6+1)-6)')",477.0,3
3733,"(5,)","('(((6+1)-6)+4)',)","(4, 1)","('4', '((6+1)-6)')",477.0,3
3734,"(4,)","('(((6+1)-6)*4)',)","(4, 1)","('4', '((6+1)-6)')",477.0,3
3735,"(46,)","('(4+(6*(6+1)))',)","(4, 42)","('4', '(6*(6+1))')",478.0,3
3736,"(-38,)","('(4-(6*(6+1)))',)","(4, 42)","('4', '(6*(6+1))')",478.0,3
3737,"(38,)","('((6*(6+1))-4)',)","(4, 42)","('4', '(6*(6+1))')",478.0,3
3738,"(168,)","('(4*(6*(6+1)))',)","(4, 42)","('4', '(6*(6+1))')",478.0,3
3739,"(0.09523809523809523,)","('(4/(6*(6+1)))',)","(4, 42)","('4', '(6*(6+1))')",478.0,3
3740,"(10.5,)","('((6*(6+1))/4)',)","(4, 42)","('4', '(6*(6+1))')",478.0,3
3741,"(46,)","('((6*(6+1))+4)',)","(4, 42)","('4', '(6*(6+1))')",478.0,3
3742,"(168,)","('((6*(6+1))*4)',)","(4, 42)","('4', '(6*(6+1))')",478.0,3
3743,"(4.857142857142857,)","('(4+(6/(6+1)))',)","(4, 0.8571428571428571)","('4', '(6/(6+1))')",479.0,3
3744,"(3.142857142857143,)","('(4-(6/(6+1)))',)","(4, 0.8571428571428571)","('4', '(6/(6+1))')",479.0,3
3745,"(-3.142857142857143,)","('((6/(6+1))-4)',)","(4, 0.8571428571428571)","('4', '(6/(6+1))')",479.0,3
3746,"(3.4285714285714284,)","('(4*(6/(6+1)))',)","(4, 0.8571428571428571)","('4', '(6/(6+1))')",479.0,3
3747,"(4.666666666666667,)","('(4/(6/(6+1)))',)","(4, 0.8571428571428571)","('4', '(6/(6+1))')",479.0,3
3748,"(0.21428571428571427,)","('((6/(6+1))/4)',)","(4, 0.8571428571428571)","('4', '(6/(6+1))')",479.0,3
3749,"(4.857142857142857,)","('((6/(6+1))+4)',)","(4, 0.8571428571428571)","('4', '(6/(6+1))')",479.0,3
3750,"(3.4285714285714284,)","('((6/(6+1))*4)',)","(4, 0.8571428571428571)","('4', '(6/(6+1))')",479.0,3
3751,"(5.166666666666667,)","('(4+((6+1)/6))',)","(4, 1.1666666666666667)","('4', '((6+1)/6)')",480.0,3
3752,"(2.833333333333333,)","('(4-((6+1)/6))',)","(4, 1.1666666666666667)","('4', '((6+1)/6)')",480.0,3
3753,"(-2.833333333333333,)","('(((6+1)/6)-4)',)","(4, 1.1666666666666667)","('4', '((6+1)/6)')",480.0,3
3754,"(4.666666666666667,)","('(4*((6+1)/6))',)","(4, 1.1666666666666667)","('4', '((6+1)/6)')",480.0,3
3755,"(3.4285714285714284,)","('(4/((6+1)/6))',)","(4, 1.1666666666666667)","('4', '((6+1)/6)')",480.0,3
3756,"(0.2916666666666667,)","('(((6+1)/6)/4)',)","(4, 1.1666666666666667)","('4', '((6+1)/6)')",480.0,3
3757,"(5.166666666666667,)","('(((6+1)/6)+4)',)","(4, 1.1666666666666667)","('4', '((6+1)/6)')",480.0,3
3758,"(4.666666666666667,)","('(((6+1)/6)*4)',)","(4, 1.1666666666666667)","('4', '((6+1)/6)')",480.0,3
3759,"(17,)","('(6+((6+1)+4))',)","(6, 11)","('6', '((6+1)+4)')",481.0,3
3760,"(-5,)","('(6-((6+1)+4))',)","(6, 11)","('6', '((6+1)+4)')",481.0,3
3761,"(5,)","('(((6+1)+4)-6)',)","(6, 11)","('6', '((6+1)+4)')",481.0,3
3762,"(66,)","('(6*((6+1)+4))',)","(6, 11)","('6', '((6+1)+4)')",481.0,3
3763,"(0.5454545454545454,)","('(6/((6+1)+4))',)","(6, 11)","('6', '((6+1)+4)')",481.0,3
3764,"(1.8333333333333333,)","('(((6+1)+4)/6)',)","(6, 11)","('6', '((6+1)+4)')",481.0,3
3765,"(17,)","('(((6+1)+4)+6)',)","(6, 11)","('6', '((6+1)+4)')",481.0,3
3766,"(66,)","('(((6+1)+4)*6)',)","(6, 11)","('6', '((6+1)+4)')",481.0,3
3767,"(34,)","('(6+((6+1)*4))',)","(6, 28)","('6', '((6+1)*4)')",482.0,3
3768,"(-22,)","('(6-((6+1)*4))',)","(6, 28)","('6', '((6+1)*4)')",482.0,3
3769,"(22,)","('(((6+1)*4)-6)',)","(6, 28)","('6', '((6+1)*4)')",482.0,3
3770,"(168,)","('(6*((6+1)*4))',)","(6, 28)","('6', '((6+1)*4)')",482.0,3
3771,"(0.21428571428571427,)","('(6/((6+1)*4))',)","(6, 28)","('6', '((6+1)*4)')",482.0,3
3772,"(4.666666666666667,)","('(((6+1)*4)/6)',)","(6, 28)","('6', '((6+1)*4)')",482.0,3
3773,"(34,)","('(((6+1)*4)+6)',)","(6, 28)","('6', '((6+1)*4)')",482.0,3
3774,"(168,)","('(((6+1)*4)*6)',)","(6, 28)","('6', '((6+1)*4)')",482.0,3
3775,"(17,)","('(4+((6+1)+6))',)","(4, 13)","('4', '((6+1)+6)')",483.0,3
3776,"(-9,)","('(4-((6+1)+6))',)","(4, 13)","('4', '((6+1)+6)')",483.0,3
3777,"(9,)","('(((6+1)+6)-4)',)","(4, 13)","('4', '((6+1)+6)')",483.0,3
3778,"(52,)","('(4*((6+1)+6))',)","(4, 13)","('4', '((6+1)+6)')",483.0,3
3779,"(0.3076923076923077,)","('(4/((6+1)+6))',)","(4, 13)","('4', '((6+1)+6)')",483.0,3
3780,"(3.25,)","('(((6+1)+6)/4)',)","(4, 13)","('4', '((6+1)+6)')",483.0,3
3781,"(17,)","('(((6+1)+6)+4)',)","(4, 13)","('4', '((6+1)+6)')",483.0,3
3782,"(52,)","('(((6+1)+6)*4)',)","(4, 13)","('4', '((6+1)+6)')",483.0,3
3783,"(46,)","('(4+((6+1)*6))',)","(4, 42)","('4', '((6+1)*6)')",484.0,3
3784,"(-38,)","('(4-((6+1)*6))',)","(4, 42)","('4', '((6+1)*6)')",484.0,3
3785,"(38,)","('(((6+1)*6)-4)',)","(4, 42)","('4', '((6+1)*6)')",484.0,3
3786,"(168,)","('(4*((6+1)*6))',)","(4, 42)","('4', '((6+1)*6)')",484.0,3
3787,"(0.09523809523809523,)","('(4/((6+1)*6))',)","(4, 42)","('4', '((6+1)*6)')",484.0,3
3788,"(10.5,)","('(((6+1)*6)/4)',)","(4, 42)","('4', '((6+1)*6)')",484.0,3
3789,"(46,)","('(((6+1)*6)+4)',)","(4, 42)","('4', '((6+1)*6)')",484.0,3
3790,"(168,)","('(((6+1)*6)*4)',)","(4, 42)","('4', '((6+1)*6)')",484.0,3
3791,"(16,)","('(6+(4+(6*1)))',)","(6, 10)","('6', '(4+(6*1))')",491.0,3
3792,"(-4,)","('(6-(4+(6*1)))',)","(6, 10)","('6', '(4+(6*1))')",491.0,3
3793,"(4,)","('((4+(6*1))-6)',)","(6, 10)","('6', '(4+(6*1))')",491.0,3
3794,"(60,)","('(6*(4+(6*1)))',)","(6, 10)","('6', '(4+(6*1))')",491.0,3
3795,"(0.6,)","('(6/(4+(6*1)))',)","(6, 10)","('6', '(4+(6*1))')",491.0,3
3796,"(1.6666666666666667,)","('((4+(6*1))/6)',)","(6, 10)","('6', '(4+(6*1))')",491.0,3
3797,"(16,)","('((4+(6*1))+6)',)","(6, 10)","('6', '(4+(6*1))')",491.0,3
3798,"(60,)","('((4+(6*1))*6)',)","(6, 10)","('6', '(4+(6*1))')",491.0,3
3799,"(4,)","('(6+(4-(6*1)))',)","(6, -2)","('6', '(4-(6*1))')",492.0,3
3800,"(8,)","('(6-(4-(6*1)))',)","(6, -2)","('6', '(4-(6*1))')",492.0,3
3801,"(-8,)","('((4-(6*1))-6)',)","(6, -2)","('6', '(4-(6*1))')",492.0,3
3802,"(-12,)","('(6*(4-(6*1)))',)","(6, -2)","('6', '(4-(6*1))')",492.0,3
3803,"(-3.0,)","('(6/(4-(6*1)))',)","(6, -2)","('6', '(4-(6*1))')",492.0,3
3804,"(-0.3333333333333333,)","('((4-(6*1))/6)',)","(6, -2)","('6', '(4-(6*1))')",492.0,3
3805,"(4,)","('((4-(6*1))+6)',)","(6, -2)","('6', '(4-(6*1))')",492.0,3
3806,"(-12,)","('((4-(6*1))*6)',)","(6, -2)","('6', '(4-(6*1))')",492.0,3
3807,"(8,)","('(6+((6*1)-4))',)","(6, 2)","('6', '((6*1)-4)')",493.0,3
3808,"(4,)","('(6-((6*1)-4))',)","(6, 2)","('6', '((6*1)-4)')",493.0,3
3809,"(-4,)","('(((6*1)-4)-6)',)","(6, 2)","('6', '((6*1)-4)')",493.0,3
3810,"(12,)","('(6*((6*1)-4))',)","(6, 2)","('6', '((6*1)-4)')",493.0,3
3811,"(3.0,)","('(6/((6*1)-4))',)","(6, 2)","('6', '((6*1)-4)')",493.0,3
3812,"(0.3333333333333333,)","('(((6*1)-4)/6)',)","(6, 2)","('6', '((6*1)-4)')",493.0,3
3813,"(8,)","('(((6*1)-4)+6)',)","(6, 2)","('6', '((6*1)-4)')",493.0,3
3814,"(12,)","('(((6*1)-4)*6)',)","(6, 2)","('6', '((6*1)-4)')",493.0,3
3815,"(30,)","('(6+(4*(6*1)))',)","(6, 24)","('6', '(4*(6*1))')",494.0,3
3816,"(-18,)","('(6-(4*(6*1)))',)","(6, 24)","('6', '(4*(6*1))')",494.0,3
3817,"(18,)","('((4*(6*1))-6)',)","(6, 24)","('6', '(4*(6*1))')",494.0,3
3818,"(144,)","('(6*(4*(6*1)))',)","(6, 24)","('6', '(4*(6*1))')",494.0,3
3819,"(0.25,)","('(6/(4*(6*1)))',)","(6, 24)","('6', '(4*(6*1))')",494.0,3
3820,"(4.0,)","('((4*(6*1))/6)',)","(6, 24)","('6', '(4*(6*1))')",494.0,3
3821,"(30,)","('((4*(6*1))+6)',)","(6, 24)","('6', '(4*(6*1))')",494.0,3
3822,"(144,)","('((4*(6*1))*6)',)","(6, 24)","('6', '(4*(6*1))')",494.0,3
3823,"(6.666666666666667,)","('(6+(4/(6*1)))',)","(6, 0.6666666666666666)","('6', '(4/(6*1))')",495.0,3
3824,"(5.333333333333333,)","('(6-(4/(6*1)))',)","(6, 0.6666666666666666)","('6', '(4/(6*1))')",495.0,3
3825,"(-5.333333333333333,)","('((4/(6*1))-6)',)","(6, 0.6666666666666666)","('6', '(4/(6*1))')",495.0,3
3826,"(4.0,)","('(6*(4/(6*1)))',)","(6, 0.6666666666666666)","('6', '(4/(6*1))')",495.0,3
3827,"(9.0,)","('(6/(4/(6*1)))',)","(6, 0.6666666666666666)","('6', '(4/(6*1))')",495.0,3
3828,"(0.1111111111111111,)","('((4/(6*1))/6)',)","(6, 0.6666666666666666)","('6', '(4/(6*1))')",495.0,3
3829,"(6.666666666666667,)","('((4/(6*1))+6)',)","(6, 0.6666666666666666)","('6', '(4/(6*1))')",495.0,3
3830,"(4.0,)","('((4/(6*1))*6)',)","(6, 0.6666666666666666)","('6', '(4/(6*1))')",495.0,3
3831,"(7.5,)","('(6+((6*1)/4))',)","(6, 1.5)","('6', '((6*1)/4)')",496.0,3
3832,"(4.5,)","('(6-((6*1)/4))',)","(6, 1.5)","('6', '((6*1)/4)')",496.0,3
3833,"(-4.5,)","('(((6*1)/4)-6)',)","(6, 1.5)","('6', '((6*1)/4)')",496.0,3
3834,"(9.0,)","('(6*((6*1)/4))',)","(6, 1.5)","('6', '((6*1)/4)')",496.0,3
3835,"(4.0,)","('(6/((6*1)/4))',)","(6, 1.5)","('6', '((6*1)/4)')",496.0,3
3836,"(0.25,)","('(((6*1)/4)/6)',)","(6, 1.5)","('6', '((6*1)/4)')",496.0,3
3837,"(7.5,)","('(((6*1)/4)+6)',)","(6, 1.5)","('6', '((6*1)/4)')",496.0,3
3838,"(9.0,)","('(((6*1)/4)*6)',)","(6, 1.5)","('6', '((6*1)/4)')",496.0,3
3839,"(16,)","('(4+(6+(6*1)))',)","(4, 12)","('4', '(6+(6*1))')",499.0,3
3840,"(-8,)","('(4-(6+(6*1)))',)","(4, 12)","('4', '(6+(6*1))')",499.0,3
3841,"(8,)","('((6+(6*1))-4)',)","(4, 12)","('4', '(6+(6*1))')",499.0,3
3842,"(48,)","('(4*(6+(6*1)))',)","(4, 12)","('4', '(6+(6*1))')",499.0,3
3843,"(0.3333333333333333,)","('(4/(6+(6*1)))',)","(4, 12)","('4', '(6+(6*1))')",499.0,3
3844,"(3.0,)","('((6+(6*1))/4)',)","(4, 12)","('4', '(6+(6*1))')",499.0,3
3845,"(16,)","('((6+(6*1))+4)',)","(4, 12)","('4', '(6+(6*1))')",499.0,3
3846,"(48,)","('((6+(6*1))*4)',)","(4, 12)","('4', '(6+(6*1))')",499.0,3
3847,"(4,)","('(4+(6-(6*1)))',)","(4, 0)","('4', '(6-(6*1))')",500.0,3
3848,"(4,)","('(4-(6-(6*1)))',)","(4, 0)","('4', '(6-(6*1))')",500.0,3
3849,"(-4,)","('((6-(6*1))-4)',)","(4, 0)","('4', '(6-(6*1))')",500.0,3
3850,"(0,)","('(4*(6-(6*1)))',)","(4, 0)","('4', '(6-(6*1))')",500.0,3
3851,"(0.0,)","('((6-(6*1))/4)',)","(4, 0)","('4', '(6-(6*1))')",500.0,3
3852,"(4,)","('((6-(6*1))+4)',)","(4, 0)","('4', '(6-(6*1))')",500.0,3
3853,"(0,)","('((6-(6*1))*4)',)","(4, 0)","('4', '(6-(6*1))')",500.0,3
3854,"(4,)","('(4+((6*1)-6))',)","(4, 0)","('4', '((6*1)-6)')",501.0,3
3855,"(4,)","('(4-((6*1)-6))',)","(4, 0)","('4', '((6*1)-6)')",501.0,3
3856,"(-4,)","('(((6*1)-6)-4)',)","(4, 0)","('4', '((6*1)-6)')",501.0,3
3857,"(0,)","('(4*((6*1)-6))',)","(4, 0)","('4', '((6*1)-6)')",501.0,3
3858,"(0.0,)","('(((6*1)-6)/4)',)","(4, 0)","('4', '((6*1)-6)')",501.0,3
3859,"(4,)","('(((6*1)-6)+4)',)","(4, 0)","('4', '((6*1)-6)')",501.0,3
3860,"(0,)","('(((6*1)-6)*4)',)","(4, 0)","('4', '((6*1)-6)')",501.0,3
3861,"(40,)","('(4+(6*(6*1)))',)","(4, 36)","('4', '(6*(6*1))')",502.0,3
3862,"(-32,)","('(4-(6*(6*1)))',)","(4, 36)","('4', '(6*(6*1))')",502.0,3
3863,"(32,)","('((6*(6*1))-4)',)","(4, 36)","('4', '(6*(6*1))')",502.0,3
3864,"(144,)","('(4*(6*(6*1)))',)","(4, 36)","('4', '(6*(6*1))')",502.0,3
3865,"(0.1111111111111111,)","('(4/(6*(6*1)))',)","(4, 36)","('4', '(6*(6*1))')",502.0,3
3866,"(9.0,)","('((6*(6*1))/4)',)","(4, 36)","('4', '(6*(6*1))')",502.0,3
3867,"(40,)","('((6*(6*1))+4)',)","(4, 36)","('4', '(6*(6*1))')",502.0,3
3868,"(144,)","('((6*(6*1))*4)',)","(4, 36)","('4', '(6*(6*1))')",502.0,3
3869,"(5.0,)","('(4+(6/(6*1)))',)","(4, 1.0)","('4', '(6/(6*1))')",503.0,3
3870,"(3.0,)","('(4-(6/(6*1)))',)","(4, 1.0)","('4', '(6/(6*1))')",503.0,3
3871,"(-3.0,)","('((6/(6*1))-4)',)","(4, 1.0)","('4', '(6/(6*1))')",503.0,3
3872,"(4.0,)","('(4*(6/(6*1)))',)","(4, 1.0)","('4', '(6/(6*1))')",503.0,3
3873,"(4.0,)","('(4/(6/(6*1)))',)","(4, 1.0)","('4', '(6/(6*1))')",503.0,3
